payment_id,amount,currency,failure_code,failure_message,customer_success_rate,previous_failures,previous_recovery_attempts,previous_recovery_action,previous_outcome,customer_engagement,time_since_failure_minutes,remaining_recovery_opportunities,true_failure_type
PAY_SIM_000202,945.86,INR,3DS_FAILED,,0.942,2,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_CLICKED,1535,2,AUTH_FAILURE
PAY_SIM_000203,1172.4,INR,,The payment gateway timed out while contacting the bank.,0.17,1,0,,,NONE,2306,3,BANK_TIMEOUT
PAY_SIM_000204,2216.2,INR,ISSUER_TIMEOUT,,0.682,3,2,WAIT_AND_REASSESS,FAILED,NONE,2329,0,BANK_TIMEOUT
PAY_SIM_000205,12756.39,INR,ISSUER_TIMEOUT,,0.447,0,0,,,NONE,368,3,BANK_TIMEOUT
PAY_SIM_000206,1576.46,INR,,3DS authentication was not completed successfully.,0.528,0,0,,,NONE,1723,3,AUTH_FAILURE
PAY_SIM_000207,1153.51,INR,AUTH_FAILURE,,0.683,0,0,,,NONE,141,3,AUTH_FAILURE
PAY_SIM_000208,667.28,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.604,0,0,,,NONE,2682,3,BANK_TIMEOUT
PAY_SIM_000209,1231.58,INR,GATEWAY_TIMEOUT,,0.852,0,0,,,NONE,228,3,BANK_TIMEOUT
PAY_SIM_000210,2847.63,INR,,3DS authentication was not completed successfully.,0.191,0,0,,,NONE,1633,3,AUTH_FAILURE
PAY_SIM_000211,2002.51,INR,GATEWAY_TIMEOUT,,0.515,0,0,,,NONE,2857,3,BANK_TIMEOUT
PAY_SIM_000212,928.46,INR,AUTH_FAILURE,,0.425,3,1,WAIT_AND_REASSESS,FAILED,NONE,2350,2,AUTH_FAILURE
PAY_SIM_000213,2387.86,INR,,The card issuer declined this transaction.,0.78,0,0,,,NONE,689,3,CARD_DECLINED
PAY_SIM_000214,350.41,INR,ISSUER_TIMEOUT,,0.391,2,0,,,NONE,55,3,BANK_TIMEOUT
PAY_SIM_000215,765.18,INR,3DS_FAILED,,0.814,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_CLICKED,1086,2,AUTH_FAILURE
PAY_SIM_000216,641.55,INR,,The card issuer declined this transaction.,0.643,2,1,RETRY_PAYMENT,FAILED,NONE,1951,2,CARD_DECLINED
PAY_SIM_000217,4040.87,INR,DO_NOT_HONOR,,0.636,0,0,,,NONE,1819,3,CARD_DECLINED
PAY_SIM_000218,451.12,INR,,The account does not have sufficient balance to complete this payment.,0.589,1,0,,,NONE,2080,3,INSUFFICIENT_FUNDS
PAY_SIM_000219,4384.36,INR,GATEWAY_TIMEOUT,,0.334,0,0,,,NONE,512,3,BANK_TIMEOUT
PAY_SIM_000220,2326.54,INR,,The account does not have sufficient balance to complete this payment.,0.195,0,0,,,NONE,672,3,INSUFFICIENT_FUNDS
PAY_SIM_000221,4285.12,INR,AUTH_FAILURE,,0.858,1,0,,,NONE,546,3,AUTH_FAILURE
PAY_SIM_000222,65330.78,INR,ISSUER_TIMEOUT,,0.759,2,0,,,NONE,898,3,BANK_TIMEOUT
PAY_SIM_000223,389.04,INR,DO_NOT_HONOR,,0.681,1,0,,,NONE,447,3,CARD_DECLINED
PAY_SIM_000224,4551.78,INR,INSUFFICIENT_FUNDS,,0.746,1,1,WAIT_AND_REASSESS,FAILED,NONE,2710,2,INSUFFICIENT_FUNDS
PAY_SIM_000225,1406.4,INR,INSUFFICIENT_FUNDS,,0.134,1,0,,,NONE,2194,3,INSUFFICIENT_FUNDS
PAY_SIM_000226,4305.45,INR,CARD_DECLINED,,0.377,1,0,,,NONE,2789,3,CARD_DECLINED
PAY_SIM_000227,3516.0,INR,,The card issuer declined this transaction.,0.804,2,0,,,NONE,2603,3,CARD_DECLINED
PAY_SIM_000228,939.28,INR,DO_NOT_HONOR,,0.67,0,0,,,NONE,1408,3,CARD_DECLINED
PAY_SIM_000229,4164.48,INR,BANK_503,,0.595,0,0,,,NONE,2365,3,BANK_TIMEOUT
PAY_SIM_000230,1452.1,INR,ISSUER_TIMEOUT,,0.954,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_OPENED,2180,2,BANK_TIMEOUT
PAY_SIM_000231,1217.82,INR,,The account does not have sufficient balance to complete this payment.,0.514,0,0,,,NONE,553,3,INSUFFICIENT_FUNDS
PAY_SIM_000232,1826.16,INR,,The account does not have sufficient balance to complete this payment.,0.706,1,1,RETRY_PAYMENT,FAILED,NONE,2716,2,INSUFFICIENT_FUNDS
PAY_SIM_000233,1403.31,INR,INSUFFICIENT_FUNDS,,0.766,1,0,,,NONE,2715,3,INSUFFICIENT_FUNDS
PAY_SIM_000234,8435.02,INR,DO_NOT_HONOR,,0.403,1,1,SEND_RECOVERY_LINK,FAILED,LINK_SENT,1683,2,CARD_DECLINED
PAY_SIM_000235,3582.68,INR,OTP_FAILED,,0.208,3,1,RETRY_PAYMENT,FAILED,NONE,419,2,AUTH_FAILURE
PAY_SIM_000236,881.38,INR,,An unexpected error occurred while processing the transaction.,0.678,2,0,,,NONE,479,3,PROCESSING_ERROR
PAY_SIM_000237,261.34,INR,GATEWAY_TIMEOUT,,0.294,0,0,,,NONE,1644,3,BANK_TIMEOUT
PAY_SIM_000238,1684.13,INR,INSUFFICIENT_FUNDS,,0.58,0,0,,,NONE,1799,3,INSUFFICIENT_FUNDS
PAY_SIM_000239,1698.71,INR,,The account does not have sufficient balance to complete this payment.,0.762,0,0,,,NONE,2319,3,INSUFFICIENT_FUNDS
PAY_SIM_000240,4584.77,INR,CARD_DECLINED,,0.498,1,0,,,NONE,2291,3,CARD_DECLINED
PAY_SIM_000241,373.1,INR,INSUFFICIENT_FUNDS,,0.763,1,0,,,NONE,967,3,INSUFFICIENT_FUNDS
PAY_SIM_000242,1800.36,INR,GATEWAY_TIMEOUT,,0.455,2,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_CLICKED,2308,2,BANK_TIMEOUT
PAY_SIM_000243,612.53,INR,DO_NOT_HONOR,,0.429,1,1,RETRY_PAYMENT,FAILED,NONE,404,2,CARD_DECLINED
PAY_SIM_000244,6377.92,INR,CARD_DECLINED,,0.807,0,0,,,NONE,1681,3,CARD_DECLINED
PAY_SIM_000245,4218.71,INR,ISSUER_TIMEOUT,,0.814,1,0,,,NONE,1850,3,BANK_TIMEOUT
PAY_SIM_000246,1799.55,INR,ISSUER_TIMEOUT,,0.177,0,0,,,NONE,530,3,BANK_TIMEOUT
PAY_SIM_000247,1830.98,INR,,3DS authentication was not completed successfully.,0.698,0,0,,,NONE,2103,3,AUTH_FAILURE
PAY_SIM_000248,402.68,INR,INSUFFICIENT_FUNDS,,0.309,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_OPENED,1447,2,INSUFFICIENT_FUNDS
PAY_SIM_000249,8907.41,INR,INSUFFICIENT_FUNDS,,0.811,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,NONE,259,2,INSUFFICIENT_FUNDS
PAY_SIM_000250,1432.2,INR,DO_NOT_HONOR,,0.77,0,0,,,NONE,2856,3,CARD_DECLINED
PAY_SIM_000251,821.09,INR,CARD_DECLINED,,0.073,2,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_OPENED,2243,2,CARD_DECLINED
PAY_SIM_000252,265.55,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.324,0,0,,,NONE,537,3,BANK_TIMEOUT
PAY_SIM_000253,2887.59,INR,DO_NOT_HONOR,,0.703,1,1,WAIT_AND_REASSESS,FAILED,NONE,2350,2,CARD_DECLINED
PAY_SIM_000254,10925.8,INR,,Do not honor - card declined by issuing bank.,0.634,1,0,,,NONE,1207,3,CARD_DECLINED
PAY_SIM_000255,617.96,INR,PROCESSING_ERROR,,0.685,3,0,,,NONE,2217,3,PROCESSING_ERROR
PAY_SIM_000256,1867.06,INR,CARD_DECLINED,,0.515,0,0,,,NONE,2208,3,CARD_DECLINED
PAY_SIM_000257,1541.31,INR,INSUFFICIENT_FUNDS,,0.457,1,0,,,NONE,1885,3,INSUFFICIENT_FUNDS
PAY_SIM_000258,6350.98,INR,BANK_503,,0.704,1,0,,,NONE,74,3,BANK_TIMEOUT
PAY_SIM_000259,4514.99,INR,INSUFFICIENT_FUNDS,,0.852,0,0,,,NONE,1239,3,INSUFFICIENT_FUNDS
PAY_SIM_000260,787.35,INR,CARD_DECLINED,,0.59,2,2,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_CLICKED,50,1,CARD_DECLINED
PAY_SIM_000261,2267.6,INR,BANK_503,,0.724,1,0,,,NONE,2650,3,BANK_TIMEOUT
PAY_SIM_000262,3960.24,INR,BANK_503,,0.15,3,2,WAIT_AND_REASSESS,FAILED,NONE,2645,1,BANK_TIMEOUT
PAY_SIM_000263,463.38,INR,ISSUER_TIMEOUT,,0.734,0,0,,,NONE,1349,3,BANK_TIMEOUT
PAY_SIM_000264,3484.67,INR,,The payment gateway timed out while contacting the bank.,0.299,0,0,,,NONE,2788,3,BANK_TIMEOUT
PAY_SIM_000265,4967.54,INR,CARD_DECLINED,,0.587,2,1,SEND_RECOVERY_LINK,FAILED,NONE,2571,2,CARD_DECLINED
PAY_SIM_000266,6807.31,INR,3DS_FAILED,,0.705,0,0,,,NONE,613,3,AUTH_FAILURE
PAY_SIM_000267,865.42,INR,INSUFFICIENT_FUNDS,,0.528,2,1,SEND_RECOVERY_LINK,FAILED,LINK_OPENED,579,2,INSUFFICIENT_FUNDS
PAY_SIM_000268,1722.36,INR,,The account does not have sufficient balance to complete this payment.,0.724,0,0,,,NONE,1484,3,INSUFFICIENT_FUNDS
PAY_SIM_000269,2471.4,INR,,The payment gateway timed out while contacting the bank.,0.35,0,0,,,NONE,2412,3,BANK_TIMEOUT
PAY_SIM_000270,8857.58,INR,DO_NOT_HONOR,,0.449,1,0,,,NONE,574,3,CARD_DECLINED
PAY_SIM_000271,715.95,INR,ISSUER_TIMEOUT,,0.785,1,0,,,NONE,1966,3,BANK_TIMEOUT
PAY_SIM_000272,2133.06,INR,AUTH_FAILURE,,0.553,0,0,,,NONE,1665,3,AUTH_FAILURE
PAY_SIM_000273,20079.69,INR,3DS_FAILED,,0.592,0,0,,,NONE,2391,3,AUTH_FAILURE
PAY_SIM_000274,246.08,INR,CARD_DECLINED,,0.203,1,1,RETRY_PAYMENT,FAILED,NONE,731,2,CARD_DECLINED
PAY_SIM_000275,2297.38,INR,3DS_FAILED,,0.94,1,0,,,NONE,1728,3,AUTH_FAILURE
PAY_SIM_000276,8933.43,INR,CARD_DECLINED,,0.482,2,0,,,NONE,1747,3,CARD_DECLINED
PAY_SIM_000277,255.93,INR,3DS_FAILED,,0.961,0,0,,,NONE,2133,0,AUTH_FAILURE
PAY_SIM_000278,1491.39,INR,,3DS authentication was not completed successfully.,0.63,1,1,WAIT_AND_REASSESS,FAILED,NONE,839,2,AUTH_FAILURE
PAY_SIM_000279,2244.0,INR,ISSUER_TIMEOUT,,0.861,0,0,,,NONE,2869,3,BANK_TIMEOUT
PAY_SIM_000280,917.47,INR,CARD_DECLINED,,0.818,0,0,,,NONE,600,3,CARD_DECLINED
PAY_SIM_000281,1021.76,INR,,The payment gateway timed out while contacting the bank.,0.153,1,1,SEND_RECOVERY_LINK,FAILED,LINK_SENT,1803,0,BANK_TIMEOUT
PAY_SIM_000282,5403.51,INR,GATEWAY_TIMEOUT,,0.533,1,1,RETRY_PAYMENT,FAILED,NONE,1135,2,BANK_TIMEOUT
PAY_SIM_000283,2544.59,INR,DO_NOT_HONOR,,0.643,0,0,,,NONE,1867,3,CARD_DECLINED
PAY_SIM_000284,1856.91,INR,GATEWAY_TIMEOUT,,0.781,0,0,,,NONE,2359,3,BANK_TIMEOUT
PAY_SIM_000285,14773.53,INR,CARD_DECLINED,,0.821,3,1,SEND_RECOVERY_LINK,FAILED,LINK_OPENED,1694,2,CARD_DECLINED
PAY_SIM_000286,966.24,INR,INSUFFICIENT_FUNDS,,0.562,0,0,,,NONE,900,3,INSUFFICIENT_FUNDS
PAY_SIM_000287,212.27,INR,CARD_DECLINED,,0.284,0,0,,,NONE,2773,3,CARD_DECLINED
PAY_SIM_000288,1962.0,INR,,3DS authentication was not completed successfully.,0.519,2,1,WAIT_AND_REASSESS,FAILED,NONE,754,2,AUTH_FAILURE
PAY_SIM_000289,3107.4,INR,CARD_DECLINED,,0.626,1,0,,,NONE,498,3,CARD_DECLINED
PAY_SIM_000290,491.41,INR,GATEWAY_TIMEOUT,,0.576,0,0,,,NONE,2516,3,BANK_TIMEOUT
PAY_SIM_000291,3305.75,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.288,0,0,,,NONE,970,3,BANK_TIMEOUT
PAY_SIM_000292,3642.92,INR,BANK_503,,0.389,0,0,,,NONE,2330,0,BANK_TIMEOUT
PAY_SIM_000293,5604.46,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.686,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,NONE,1691,2,BANK_TIMEOUT
PAY_SIM_000294,3336.64,INR,CARD_DECLINED,,0.266,0,0,,,NONE,1904,3,CARD_DECLINED
PAY_SIM_000295,7322.89,INR,,The account does not have sufficient balance to complete this payment.,0.672,1,1,WAIT_AND_REASSESS,FAILED,NONE,1116,2,INSUFFICIENT_FUNDS
PAY_SIM_000296,1942.77,INR,INSUFFICIENT_FUNDS,,0.586,0,0,,,NONE,332,3,INSUFFICIENT_FUNDS
PAY_SIM_000297,8800.27,INR,ISSUER_TIMEOUT,,0.22,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,NONE,1168,2,BANK_TIMEOUT
PAY_SIM_000298,4953.13,INR,OTP_FAILED,,0.487,0,0,,,NONE,2862,3,AUTH_FAILURE
PAY_SIM_000299,3255.06,INR,INSUFFICIENT_FUNDS,,0.648,0,0,,,NONE,1814,3,INSUFFICIENT_FUNDS
PAY_SIM_000300,4918.43,INR,CARD_DECLINED,,0.198,0,0,,,NONE,1768,3,CARD_DECLINED
PAY_SIM_000301,1543.45,INR,DO_NOT_HONOR,,0.882,0,0,,,NONE,2516,3,CARD_DECLINED
PAY_SIM_000302,1963.42,INR,INSUFFICIENT_FUNDS,,0.591,0,0,,,NONE,2874,3,INSUFFICIENT_FUNDS
PAY_SIM_000303,6257.93,INR,BANK_503,,0.813,0,0,,,NONE,2046,3,BANK_TIMEOUT
PAY_SIM_000304,392.87,INR,,The card issuer declined this transaction.,0.175,0,0,,,NONE,1024,3,CARD_DECLINED
PAY_SIM_000305,353.29,INR,INSUFFICIENT_FUNDS,,0.578,0,0,,,NONE,177,3,INSUFFICIENT_FUNDS
PAY_SIM_000306,2505.46,INR,GATEWAY_TIMEOUT,,0.876,1,0,,,NONE,690,3,BANK_TIMEOUT
PAY_SIM_000307,5011.35,INR,AUTH_FAILURE,,0.838,0,0,,,NONE,2565,3,AUTH_FAILURE
PAY_SIM_000308,3392.05,INR,INSUFFICIENT_FUNDS,,0.212,2,0,,,NONE,795,0,INSUFFICIENT_FUNDS
PAY_SIM_000309,2306.73,INR,BANK_503,,0.493,0,0,,,NONE,2457,3,BANK_TIMEOUT
PAY_SIM_000310,1065.36,INR,DO_NOT_HONOR,,0.37,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_OPENED,983,2,CARD_DECLINED
PAY_SIM_000311,7910.33,INR,BANK_503,,0.35,0,0,,,NONE,184,3,BANK_TIMEOUT
PAY_SIM_000312,1753.5,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.468,1,0,,,NONE,1505,3,BANK_TIMEOUT
PAY_SIM_000313,613.58,INR,PROCESSING_ERROR,,0.603,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_SENT,293,2,PROCESSING_ERROR
PAY_SIM_000314,1946.35,INR,PROCESSING_ERROR,,0.464,1,0,,,NONE,437,3,PROCESSING_ERROR
PAY_SIM_000315,1550.59,INR,INSUFFICIENT_FUNDS,,0.692,0,0,,,NONE,1448,3,INSUFFICIENT_FUNDS
PAY_SIM_000316,1151.68,INR,3DS_FAILED,,0.442,1,0,,,NONE,1858,3,AUTH_FAILURE
PAY_SIM_000317,824.26,INR,GATEWAY_TIMEOUT,,0.468,0,0,,,NONE,2346,3,BANK_TIMEOUT
PAY_SIM_000318,958.46,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.372,0,0,,,NONE,1981,3,BANK_TIMEOUT
PAY_SIM_000319,446.22,INR,INSUFFICIENT_FUNDS,,0.869,0,0,,,NONE,1711,3,INSUFFICIENT_FUNDS
PAY_SIM_000320,3593.66,INR,,The account does not have sufficient balance to complete this payment.,0.265,0,0,,,NONE,632,3,INSUFFICIENT_FUNDS
PAY_SIM_000321,5559.88,INR,PROCESSING_ERROR,,0.317,1,0,,,NONE,1080,3,PROCESSING_ERROR
PAY_SIM_000322,1728.67,INR,3DS_FAILED,,0.431,0,0,,,NONE,1095,3,AUTH_FAILURE
PAY_SIM_000323,3172.35,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.386,0,0,,,NONE,2529,3,BANK_TIMEOUT
PAY_SIM_000324,5137.77,INR,CARD_DECLINED,,0.479,1,0,,,NONE,1183,0,CARD_DECLINED
PAY_SIM_000325,1666.75,INR,DO_NOT_HONOR,,0.635,0,0,,,NONE,583,3,CARD_DECLINED
PAY_SIM_000326,2496.44,INR,INSUFFICIENT_FUNDS,,0.179,0,0,,,NONE,39,3,INSUFFICIENT_FUNDS
PAY_SIM_000327,2609.01,INR,,Customer failed OTP verification during checkout.,0.751,2,0,,,NONE,768,3,AUTH_FAILURE
PAY_SIM_000328,5689.85,INR,GATEWAY_TIMEOUT,,0.915,0,0,,,NONE,2058,3,BANK_TIMEOUT
PAY_SIM_000329,1108.79,INR,3DS_FAILED,,0.187,0,0,,,NONE,1284,3,AUTH_FAILURE
PAY_SIM_000330,3593.03,INR,BANK_503,,0.828,2,2,WAIT_AND_REASSESS,FAILED,NONE,599,1,BANK_TIMEOUT
PAY_SIM_000331,14842.27,INR,,Do not honor - card declined by issuing bank.,0.105,1,1,WAIT_AND_REASSESS,FAILED,NONE,1689,2,CARD_DECLINED
PAY_SIM_000332,917.73,INR,ISSUER_TIMEOUT,,0.105,1,0,,,NONE,950,3,BANK_TIMEOUT
PAY_SIM_000333,1528.12,INR,,Customer failed OTP verification during checkout.,0.343,0,0,,,NONE,66,3,AUTH_FAILURE
PAY_SIM_000334,1757.92,INR,,The account does not have sufficient balance to complete this payment.,0.556,1,0,,,NONE,1286,3,INSUFFICIENT_FUNDS
PAY_SIM_000335,1066.49,INR,,The card issuer declined this transaction.,0.163,1,0,,,NONE,2119,3,CARD_DECLINED
PAY_SIM_000336,1371.05,INR,BANK_503,,0.755,0,0,,,NONE,587,3,BANK_TIMEOUT
PAY_SIM_000337,559.18,INR,INSUFFICIENT_FUNDS,,0.445,0,0,,,NONE,1029,3,INSUFFICIENT_FUNDS
PAY_SIM_000338,1556.37,INR,INSUFFICIENT_FUNDS,,0.349,3,0,,,NONE,1563,0,INSUFFICIENT_FUNDS
PAY_SIM_000339,2576.56,INR,,The card issuer declined this transaction.,0.741,0,0,,,NONE,486,3,CARD_DECLINED
PAY_SIM_000340,764.63,INR,INSUFFICIENT_FUNDS,,0.983,0,0,,,NONE,1953,3,INSUFFICIENT_FUNDS
PAY_SIM_000341,2286.9,INR,,The payment gateway timed out while contacting the bank.,0.874,1,0,,,NONE,137,3,BANK_TIMEOUT
PAY_SIM_000342,544.57,INR,DO_NOT_HONOR,,0.601,1,0,,,NONE,151,3,CARD_DECLINED
PAY_SIM_000343,22069.4,INR,AUTH_FAILURE,,0.558,0,0,,,NONE,2345,3,AUTH_FAILURE
PAY_SIM_000344,2441.83,INR,,The card issuer declined this transaction.,0.622,1,0,,,NONE,2593,3,CARD_DECLINED
PAY_SIM_000345,1417.31,INR,INSUFFICIENT_FUNDS,,0.943,0,0,,,NONE,1265,3,INSUFFICIENT_FUNDS
PAY_SIM_000346,1073.93,INR,ISSUER_TIMEOUT,,0.335,0,0,,,NONE,150,3,BANK_TIMEOUT
PAY_SIM_000347,1235.09,INR,,Do not honor - card declined by issuing bank.,0.428,0,0,,,NONE,1363,3,CARD_DECLINED
PAY_SIM_000348,1112.27,INR,BANK_503,,0.481,0,0,,,NONE,1267,3,BANK_TIMEOUT
PAY_SIM_000349,436.61,INR,GATEWAY_TIMEOUT,,0.631,0,0,,,NONE,384,3,BANK_TIMEOUT
PAY_SIM_000350,672.34,INR,3DS_FAILED,,0.627,1,0,,,NONE,2119,3,AUTH_FAILURE
PAY_SIM_000351,376.48,INR,,The payment gateway timed out while contacting the bank.,0.684,2,0,,,NONE,193,3,BANK_TIMEOUT
PAY_SIM_000352,6979.17,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.476,1,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,NONE,1125,2,BANK_TIMEOUT
PAY_SIM_000353,1194.57,INR,BANK_503,,0.414,0,0,,,NONE,1392,3,BANK_TIMEOUT
PAY_SIM_000354,2618.64,INR,CARD_DECLINED,,0.359,1,1,WAIT_AND_REASSESS,FAILED,NONE,2529,2,CARD_DECLINED
PAY_SIM_000355,3608.98,INR,,The account does not have sufficient balance to complete this payment.,0.304,0,0,,,NONE,2808,3,INSUFFICIENT_FUNDS
PAY_SIM_000356,22754.39,INR,GATEWAY_TIMEOUT,,0.368,2,0,,,NONE,128,3,BANK_TIMEOUT
PAY_SIM_000357,2266.2,INR,CARD_DECLINED,,0.134,1,1,WAIT_AND_REASSESS,FAILED,NONE,1646,2,CARD_DECLINED
PAY_SIM_000358,7717.98,INR,CARD_DECLINED,,0.383,0,0,,,NONE,2235,3,CARD_DECLINED
PAY_SIM_000359,20942.23,INR,INSUFFICIENT_FUNDS,,0.356,0,0,,,NONE,1667,3,INSUFFICIENT_FUNDS
PAY_SIM_000360,2420.02,INR,CARD_DECLINED,,0.313,2,1,SEND_RECOVERY_LINK,FAILED,LINK_SENT,1198,2,CARD_DECLINED
PAY_SIM_000361,4999.48,INR,,The payment gateway timed out while contacting the bank.,0.361,1,1,RETRY_PAYMENT,FAILED,NONE,2391,0,BANK_TIMEOUT
PAY_SIM_000362,1320.26,INR,OTP_FAILED,,0.644,0,0,,,NONE,574,3,AUTH_FAILURE
PAY_SIM_000363,2619.41,INR,,3DS authentication was not completed successfully.,0.681,0,0,,,NONE,1708,3,AUTH_FAILURE
PAY_SIM_000364,1557.06,INR,INSUFFICIENT_FUNDS,,0.836,0,0,,,NONE,974,3,INSUFFICIENT_FUNDS
PAY_SIM_000365,334.39,INR,BANK_503,,0.316,2,1,SUGGEST_ALTERNATIVE_METHOD,FAILED,LINK_SENT,325,2,BANK_TIMEOUT
PAY_SIM_000366,205.71,INR,DO_NOT_HONOR,,0.925,1,0,,,NONE,2104,3,CARD_DECLINED
PAY_SIM_000367,1197.09,INR,DO_NOT_HONOR,,0.9,0,0,,,NONE,1200,3,CARD_DECLINED
PAY_SIM_000368,3699.44,INR,CARD_DECLINED,,0.724,1,1,SEND_RECOVERY_LINK,FAILED,LINK_OPENED,1519,2,CARD_DECLINED
PAY_SIM_000369,1307.8,INR,DO_NOT_HONOR,,0.529,3,1,SEND_RECOVERY_LINK,FAILED,LINK_OPENED,2616,2,CARD_DECLINED
PAY_SIM_000370,153.91,INR,GATEWAY_TIMEOUT,,0.195,3,2,SEND_RECOVERY_LINK,FAILED,LINK_SENT,1602,1,BANK_TIMEOUT
PAY_SIM_000371,7806.31,INR,BANK_503,,0.71,0,0,,,NONE,1607,3,BANK_TIMEOUT
PAY_SIM_000372,2226.01,INR,INSUFFICIENT_FUNDS,,0.647,1,1,RETRY_PAYMENT,FAILED,NONE,1689,2,INSUFFICIENT_FUNDS
PAY_SIM_000373,3191.32,INR,,The card issuer declined this transaction.,0.476,2,0,,,NONE,2460,3,CARD_DECLINED
PAY_SIM_000374,2481.37,INR,,The payment gateway timed out while contacting the bank.,0.874,0,0,,,NONE,315,3,BANK_TIMEOUT
PAY_SIM_000375,5384.07,INR,,Customer failed OTP verification during checkout.,0.504,0,0,,,NONE,251,3,AUTH_FAILURE
PAY_SIM_000376,1452.8,INR,DO_NOT_HONOR,,0.588,1,0,,,NONE,2640,3,CARD_DECLINED
PAY_SIM_000377,275.85,INR,BANK_503,,0.303,1,0,,,NONE,2872,3,BANK_TIMEOUT
PAY_SIM_000378,9227.21,INR,DO_NOT_HONOR,,0.315,0,0,,,NONE,2828,3,CARD_DECLINED
PAY_SIM_000379,1219.49,INR,DO_NOT_HONOR,,0.545,1,0,,,NONE,836,3,CARD_DECLINED
PAY_SIM_000380,970.38,INR,,The account does not have sufficient balance to complete this payment.,0.264,0,0,,,NONE,151,3,INSUFFICIENT_FUNDS
PAY_SIM_000381,300.39,INR,CARD_DECLINED,,0.783,0,0,,,NONE,2683,3,CARD_DECLINED
PAY_SIM_000382,1050.49,INR,INSUFFICIENT_FUNDS,,0.949,1,0,,,NONE,2662,3,INSUFFICIENT_FUNDS
PAY_SIM_000383,3535.09,INR,,3DS authentication was not completed successfully.,0.869,0,0,,,NONE,2526,3,AUTH_FAILURE
PAY_SIM_000384,20305.81,INR,DO_NOT_HONOR,,0.362,0,0,,,NONE,878,3,CARD_DECLINED
PAY_SIM_000385,311.1,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.541,1,0,,,NONE,2594,3,BANK_TIMEOUT
PAY_SIM_000386,2314.48,INR,,Customer failed OTP verification during checkout.,0.644,0,0,,,NONE,1849,3,AUTH_FAILURE
PAY_SIM_000387,5200.48,INR,INSUFFICIENT_FUNDS,,0.335,1,0,,,NONE,2176,3,INSUFFICIENT_FUNDS
PAY_SIM_000388,2443.94,INR,DO_NOT_HONOR,,0.386,2,0,,,NONE,659,3,CARD_DECLINED
PAY_SIM_000389,1502.39,INR,BANK_503,,0.934,3,0,,,NONE,124,3,BANK_TIMEOUT
PAY_SIM_000390,2343.85,INR,INSUFFICIENT_FUNDS,,0.44,0,0,,,NONE,1694,3,INSUFFICIENT_FUNDS
PAY_SIM_000391,2142.66,INR,,Transaction could not be completed because of a temporary restriction at the issuer's end.,0.425,0,0,,,NONE,800,3,BANK_TIMEOUT
PAY_SIM_000392,1134.82,INR,,The card issuer declined this transaction.,0.344,0,0,,,NONE,2618,3,CARD_DECLINED
PAY_SIM_000393,6760.32,INR,GATEWAY_TIMEOUT,,0.782,1,1,SEND_RECOVERY_LINK,FAILED,LINK_CLICKED,25,2,BANK_TIMEOUT
PAY_SIM_000394,1833.27,INR,INSUFFICIENT_FUNDS,,0.468,1,1,WAIT_AND_REASSESS,FAILED,NONE,897,2,INSUFFICIENT_FUNDS
PAY_SIM_000395,2645.35,INR,,The payment gateway timed out while contacting the bank.,0.453,0,0,,,NONE,1665,3,BANK_TIMEOUT
PAY_SIM_000396,895.62,INR,INSUFFICIENT_FUNDS,,0.382,1,0,,,NONE,853,3,INSUFFICIENT_FUNDS
PAY_SIM_000397,34273.78,INR,,The account does not have sufficient balance to complete this payment.,0.212,0,0,,,NONE,279,3,INSUFFICIENT_FUNDS
PAY_SIM_000398,1036.49,INR,,An unexpected error occurred while processing the transaction.,0.466,0,0,,,NONE,928,3,PROCESSING_ERROR
PAY_SIM_000399,513.69,INR,ISSUER_TIMEOUT,,0.769,1,0,,,NONE,1202,3,BANK_TIMEOUT
PAY_SIM_000400,1658.35,INR,PROCESSING_ERROR,,0.397,0,0,,,NONE,1205,3,PROCESSING_ERROR
PAY_SIM_000401,1017.77,INR,DO_NOT_HONOR,,0.553,2,0,,,NONE,1380,3,CARD_DECLINED
